title_key,id,title_ja,title_en,author,year,status,demographic,source_file,source_index
北海道の現役ハンタが異世界に放り込まれてみた～エルフ嫁と巡る異世界狩猟ライフ～,hokkaido_no_geneki_hunter_ga_isekai_ni_hourikomaretemita_elf_yome_to_meguru_isekai_shuryou_life,北海道の現役ハンターが異世界に放り込まれてみた～エルフ嫁と巡る異世界狩猟ライフ～,Hokkaido no Geneki Hunter ga Isekai ni Hourikomaretemita: Elf Yome to Meguru Isekai Shuryou Life,Jupiter Studio / Kaltoma,2020,ongoing,seinen,src/data/coreDB_extra4.js,274
シリアルキラ異世界に降り立つ,serial_killer_isekai_ni_oritatsu,シリアルキラー異世界に降り立つ,Serial Killer Isekai ni Oritatsu,"Kawamoto, Homura / Hiro",2022,ongoing,seinen,src/data/coreDB_extra4.js,276
悪人面したb級冒険者主人公とその幼馴染たちのパパになる,akuninzura_shita_b_kyuu_boukensha_shujinkou_to_sono_osananajimi_tachi_no_papa_ni_naru,悪人面したB級冒険者 主人公とその幼馴染たちのパパになる,Akuninzura shita B-kyuu Boukensha: Shujinkou to Sono Osananajimi-tachi no Papa ni Naru,Kogeme / Enji,2023,ongoing,seinen,src/data/coreDB_extra4.js,277
ダウィン事変,darwin_jihen,ダーウィン事変,Darwin Jihen,"Umezawa, Shun",2020,ongoing,seinen,src/data/coreDB_extra4.js,279
悪役令嬢転生おじさん,akuyaku_reijou_tensei_ojisan,悪役令嬢転生おじさん,Akuyaku Reijou Tensei Ojisan,"Ueyama, Michirou",2020,ongoing,seinen,src/data/coreDB_extra4.js,280
降り積もれ孤独な死よ,furitsumore_kodoku_na_shi_yo,降り積もれ孤独な死よ,Furitsumore Kodoku na Shi yo,"Inoryuu, Hajime / Itou, Shouta",2021,ongoing,shonen,src/data/coreDB_extra4.js,281
隣の席のヤンキ清水さんが髪を黒く染めてきた,tonari_no_seki_no_yankee_shimizu_san_ga_kami_wo_kuroku_sometekita,隣の席のヤンキー清水さんが髪を黒く染めてきた,Tonari no Seki no Yankee Shimizu-san ga Kami wo Kuroku Sometekita,"Teika / Sanada, Waka",2024,ongoing,shonen,src/data/coreDB_extra4.js,282
最凶の魔王に鍛えられた勇者、異世界帰還者たちの学園で無双する,saikyou_no_maou_ni_kitaerareta_yuusha_isekai_kikansha_tachi_no_gakuen_de_musou_suru,最凶の魔王に鍛えられた勇者、異世界帰還者たちの学園で無双する,"Saikyou no Maou ni Kitaerareta Yuusha, Isekai Kikansha-tachi no Gakuen de Musou suru","Iwaba / Konno, Chiaki",2022,ongoing,shonen,src/data/coreDB_extra4.js,283
アサシン＆シンデレラ,assassin_cinderella,アサシン＆シンデレラ,Assassin & Cinderella,"Natsuno, Yuzo",2022,ongoing,shonen,src/data/coreDB_extra4.js,285
黒猫と魔女の教室,kuroneko_to_majo_no_kyoushitsu,黒猫と魔女の教室,Kuroneko to Majo no Kyoushitsu,"Kaneda, Yousuke",2022,ongoing,shonen,src/data/coreDB_extra4.js,286
ぼっちの僕に強制彼女がやってきた,bocchi_no_boku_ni_kyousei_kanojo_ga_yattekita,ぼっちの僕に強制彼女がやってきた,Bocchi no Boku ni Kyousei Kanojo ga Yattekita,"Kuri, Nonoka",2021,ongoing,seinen,src/data/coreDB_extra4.js,288
俺だけ不遇スキルの異世界召喚叛逆記～最弱スキル【吸収】が全てを飲み込むまで～,ore_dake_fuguu_skill_no_isekai_shoukan_hangyakuki_saijaku_skill_kyuushuu_ga_subete_wo_nomikomu_made,俺だけ不遇スキルの異世界召喚叛逆記～最弱スキル【吸収】が全てを飲み込むまで～,"Ore dake Fuguu Skill no Isekai Shoukan Hangyakuki: Saijaku Skill ""Kyuushuu"" ga Subete wo Nomikomu made","SkyFarm / Takahata, Ryuusei",2022,ongoing,seinen,src/data/coreDB_extra4.js,290
witchriv,witchriv,WITCHRIV,WITCHRIV,Hakuri,2025,ongoing,shonen,src/data/coreDB_extra4.js,291
じつは義妹でした。～最近できた義理の弟の距離感がやたら近いわけ～,jitsu_wa_imouto_deshita_saikin_dekita_giri_no_otouto_no_kyorikan_ga_yatara_chikai_wake,じつは義妹でした。～最近できた義理の弟の距離感がやたら近いわけ～,Jitsu wa Imouto deshita.: Saikin Dekita Giri no Otouto no Kyorikan ga Yatara Chikai Wake,"Shirai, Muku / Sakai, Shoukichi",2022,ongoing,seinen,src/data/coreDB_extra4.js,296
ドッグスレッド,dogsred,ドッグスレッド,Dogsred,"Noda, Satoru",2023,ongoing,shonen,src/data/coreDB_extra4.js,297
若葉ちゃんはわからせたい,wakaba_chan_wa_wakarasetai,若葉ちゃんはわからせたい!,Wakaba-chan wa Wakarasetai!,Konkichi,2023,ongoing,seinen,src/data/coreDB_extra4.js,298
神之塔,tower_god,神之塔,Tower of God,SIU,2010,ongoing,web,src/data/coreDB.js,188
ノブレス,noblesse,ノブレス,Noblesse,Son Jeho/Lee Kwangsu,2007,completed,web,src/data/coreDB.js,189
ゴッドオブハイスクル,god_high_school,ゴッド・オブ・ハイスクール,The God of High School,Park Yongje,2011,completed,web,src/data/coreDB.js,190
外見至上主義,lookism,外見至上主義,Lookism,Park Tae-joon,2014,ongoing,web,src/data/coreDB.js,191
スイトホム,sweet_home,スイートホーム,Sweet Home,Kim Carnby/Hwang Young-chan,2017,completed,web,src/data/coreDB.js,192
bastard,boys_next_door,Bastard,Bastard,Kim Carnby/Hwang Young-chan,2014,completed,web,src/data/coreDB.js,193
外見至上主義,questism,外見至上主義,Quest Supremacy,박성덕,2020,ongoing,web,src/data/coreDB.js,194
女神降臨,true_beauty,女神降臨,True Beauty,Yaongyi,2018,ongoing,web,src/data/coreDB.js,195
